"set","pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
11,11,3,"turk16-colorEllipseTrendError","k-3-sdline-0.25-sdgroup-0.35","line-0.86868-cluster-0.86650","11, 2","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",11,"set-1-k-3-sdline-0.25-sdgroup-0.35"
12,12,3,"turk16-plain","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-color","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-shape","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-colorShape","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-colorEllipse","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-colorShapeEllipse","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-trend","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-trendError","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-colorTrend","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
12,12,3,"turk16-colorEllipseTrendError","k-3-sdline-0.25-sdgroup-0.30","line-0.87504-cluster-0.87577","20, 4","Images/Lineups/940b6d8d293b50bee71bf4378f474685.svg","turk16",12,"set-1-k-3-sdline-0.25-sdgroup-0.30"
13,13,5,"turk16-plain","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-color","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-shape","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-colorShape","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-colorEllipse","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-colorShapeEllipse","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-trend","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-trendError","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-colorTrend","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
13,13,5,"turk16-colorEllipseTrendError","k-5-sdline-0.35-sdgroup-0.25","line-0.74198-cluster-0.92219","19, 17","Images/Lineups/705c7dd1c3be78b00f4465acb8577e42.svg","turk16",13,"set-1-k-5-sdline-0.35-sdgroup-0.25"
14,14,5,"turk16-plain","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-color","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-shape","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-colorShape","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-colorEllipse","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-colorShapeEllipse","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-trend","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-trendError","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-colorTrend","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
14,14,5,"turk16-colorEllipseTrendError","k-5-sdline-0.35-sdgroup-0.30","line-0.75934-cluster-0.89511","18, 4","Images/Lineups/ffbeff9a8acd21ff12ffe567d443adb5.svg","turk16",14,"set-1-k-5-sdline-0.35-sdgroup-0.30"
15,15,3,"turk16-plain","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-color","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-shape","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-colorShape","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-colorEllipse","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-colorShapeEllipse","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-trend","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-trendError","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-colorTrend","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
15,15,3,"turk16-colorEllipseTrendError","k-3-sdline-0.45-sdgroup-0.30","line-0.64478-cluster-0.88435","8, 1","Images/Lineups/7f17f8c126b543dbd1e195e4432fcbe1.svg","turk16",15,"set-1-k-3-sdline-0.45-sdgroup-0.30"
16,16,5,"turk16-plain","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-color","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-shape","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-colorShape","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-colorEllipse","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-colorShapeEllipse","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-trend","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-trendError","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-colorTrend","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
16,16,5,"turk16-colorEllipseTrendError","k-5-sdline-0.35-sdgroup-0.20","line-0.75671-cluster-0.95476","20, 13","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",16,"set-1-k-5-sdline-0.35-sdgroup-0.20"
17,17,5,"turk16-plain","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-color","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-shape","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-colorShape","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-colorEllipse","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-colorShapeEllipse","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-trend","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-trendError","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-colorTrend","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
17,17,5,"turk16-colorEllipseTrendError","k-5-sdline-0.45-sdgroup-0.25","line-0.62118-cluster-0.93075","1, 6","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",17,"set-1-k-5-sdline-0.45-sdgroup-0.25"
18,18,5,"turk16-plain","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-color","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-shape","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-colorShape","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-colorEllipse","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-colorShapeEllipse","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-trend","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-trendError","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-colorTrend","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
18,18,5,"turk16-colorEllipseTrendError","k-5-sdline-0.25-sdgroup-0.30","line-0.82774-cluster-0.90632","16, 2","Images/Lineups/e0758c2a48138b0e73f6c1abd352de13.svg","turk16",18,"set-1-k-5-sdline-0.25-sdgroup-0.30"
19,19,3,"turk16-plain","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-color","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-shape","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-colorShape","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-colorEllipse","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-colorShapeEllipse","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-trend","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-trendError","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-colorTrend","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
19,19,3,"turk16-colorEllipseTrendError","k-3-sdline-0.45-sdgroup-0.25","line-0.68465-cluster-0.92022","15, 19","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",19,"set-1-k-3-sdline-0.45-sdgroup-0.25"
20,20,5,"turk16-plain","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-color","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-shape","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-colorShape","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-colorEllipse","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-colorShapeEllipse","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-trend","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-trendError","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-colorTrend","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
20,20,5,"turk16-colorEllipseTrendError","k-5-sdline-0.45-sdgroup-0.20","line-0.59502-cluster-0.95145","13, 10","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",20,"set-1-k-5-sdline-0.45-sdgroup-0.20"
21,21,3,"turk16-plain","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-color","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-shape","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-colorShape","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-colorEllipse","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-colorShapeEllipse","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-trend","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-trendError","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-colorTrend","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
21,21,3,"turk16-colorEllipseTrendError","k-3-sdline-0.25-sdgroup-0.35","line-0.83622-cluster-0.82435","18, 9","Images/Lineups/b4943c9b1f1cd3504c39a4b014c2d30b.svg","turk16",21,"set-1-k-3-sdline-0.25-sdgroup-0.35"
22,22,3,"turk16-plain","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-color","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-shape","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-colorShape","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-colorEllipse","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-colorShapeEllipse","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-trend","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-trendError","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
