"ip_address","nick_name","start_time","end_time","pic_id","response_no","conf_level","choice_reason","description"
376,385,"2015-02-19 18:31:57","2015-02-19 18:32:41",154,"4",4,"_Nothing overlaps and are spaced far apart.","turk16"
377,386,"2015-02-19 18:32:24","2015-02-19 18:32:41",534,"13",5,"_groups","turk16"
371,380,"2015-02-19 18:32:33","2015-02-19 18:32:44",261,"2",3,"_Grouping","turk16"
334,341,"2015-02-19 18:31:40","2015-02-19 18:32:52",274,"13",3,"_like colored groups in the most random places","turk16"
375,384,"2015-02-19 18:32:36","2015-02-19 18:32:52",306,"5",4,"_a large circle not present in the others","turk16"
288,295,"2015-02-19 18:31:47","2015-02-19 18:32:53",458,"4",2,"_it somewhat appears to be the most linear. not 100% sure though.","turk16"
377,386,"2015-02-19 18:32:44","2015-02-19 18:32:53",71,"15",5,"_groups","turk16"
364,373,"2015-02-19 18:32:34","2015-02-19 18:32:58",237,"2",4,"_strongest trend","turk16"
376,385,"2015-02-19 18:32:42","2015-02-19 18:32:58",201,"20",4,"_Further apart.","turk16"
371,380,"2015-02-19 18:32:48","2015-02-19 18:32:59",43,"12",4,"_Grouping ","turk16"
372,381,"2015-02-19 18:32:49","2015-02-19 18:33:02",95,"1",5,"_Group of plots","turk16"
369,378,"2015-02-19 18:32:29","2015-02-19 18:33:02",229,"1",4,"_black line is at a idfferent angle and groups of colored points are not connected","turk16"
359,368,"2015-02-19 18:31:15","2015-02-19 18:33:05",332,"6",5,"_grouped and are in no contact with each other","turk16"
377,386,"2015-02-19 18:32:55","2015-02-19 18:33:09",428,"20",5,"_most linear","turk16"
375,384,"2015-02-19 18:32:54","2015-02-19 18:33:11",41,"12",3,"_the most spread out graph","turk16"
365,374,"2015-02-19 18:32:28","2015-02-19 18:33:12",487,"4",5,"_to differ from others","turk16"
374,383,"2015-02-19 18:31:46","2015-02-19 18:33:12",420,"12",4,"_high alignment","turk16"
379,388,"2015-02-19 18:32:52","2015-02-19 18:33:12",423,"20",4,"_most linear","turk16"
371,380,"2015-02-19 18:33:04","2015-02-19 18:33:15",437,"18",4,"_Linear Trend","turk16"
368,377,"2015-02-19 18:32:25","2015-02-19 18:33:16",30,"4",4,"_the shapes are most concentrated in this graph","turk16"
380,389,"2015-02-19 18:32:29","2015-02-19 18:33:20",314,"18",4,"_Distinct, tight clusters","turk16"
372,381,"2015-02-19 18:33:03","2015-02-19 18:33:22",152,"4",4,"_Group of plots","turk16"
381,390,"2015-02-19 18:32:07","2015-02-19 18:33:26",527,"16",3,"_hard to see the trend line in the data","turk16"
377,386,"2015-02-19 18:33:11","2015-02-19 18:33:26",469,"5",5,"_groups","turk16"
364,373,"2015-02-19 18:33:16","2015-02-19 18:33:28",152,"4",4,"_groups","turk16"
376,385,"2015-02-19 18:32:59","2015-02-19 18:33:30",348,"8",4,"_Has the most items outside the top line.","turk16"
375,384,"2015-02-19 18:33:14","2015-02-19 18:33:32",252,"8",2,"_the most cohesive graph","turk16"
382,391,"2015-02-19 18:33:19","2015-02-19 18:33:34",91,"1",4,"_Clumps of dots","turk16"
369,378,"2015-02-19 18:33:05","2015-02-19 18:33:35",535,"7",3,"_blue circle is largest","turk16"
368,377,"2015-02-19 18:33:18","2015-02-19 18:33:35",538,"13",4,"_the concentration of the dots and the angle","turk16"
383,392,"2015-02-19 18:32:41","2015-02-19 18:33:35",35,"9",4,"_smallest, more dense forms","turk16"
384,393,"2015-02-19 18:33:10","2015-02-19 18:33:37",32,"12",5,"_Strongest Linear Trend","turk16"
65,394,"2015-02-19 18:32:46","2015-02-19 18:33:38",65,"13,15",0,"_none of the circles overlap or touch","turk16"
377,386,"2015-02-19 18:33:29","2015-02-19 18:33:43",142,"8",5,"_groups","turk16"
372,381,"2015-02-19 18:33:31","2015-02-19 18:33:44",173,"10",5,"_Linear trend","turk16"
288,295,"2015-02-19 18:33:09","2015-02-19 18:33:47",413,"12",4,"_the most linear.","turk16"
385,395,"2015-02-19 18:32:50","2015-02-19 18:33:57",238,"2",5,"_All points are tightly grouped around a line","turk16"
368,377,"2015-02-19 18:33:37","2015-02-19 18:33:57",83,"11",4,"_the concentration of the shapes","turk16"
377,386,"2015-02-19 18:33:46","2015-02-19 18:33:59",40,"9",5,"_groups","turk16"
365,374,"2015-02-19 18:33:16","2015-02-19 18:34:04",268,"2",5,"_different from others","turk16"
378,387,"2015-02-19 18:32:34","2015-02-19 18:34:05",454,"4",4,"_strongest linear trend with tightest groupings","turk16"
376,385,"2015-02-19 18:33:31","2015-02-19 18:34:05",286,"7",5,"_Oval shape does not fit in with the rest.","turk16"
381,390,"2015-02-19 18:33:41","2015-02-19 18:34:06",491,"5",3,"_most spred out","turk16"
371,380,"2015-02-19 18:33:47","2015-02-19 18:34:07",530,"13",4,"_Linear Trend","turk16"
382,391,"2015-02-19 18:33:47","2015-02-19 18:34:09",443,"7",5,"_Separated into triangles, circles, and crosses in clumps","turk16"
366,375,"2015-02-19 18:29:49","2015-02-19 18:34:11",539,"12",3,"_least spread out","turk16"
377,386,"2015-02-19 18:34:01","2015-02-19 18:34:12",207,"1",5,"_most linear","turk16"
364,373,"2015-02-19 18:33:48","2015-02-19 18:34:19",128,"16",4,"_groups","turk16"
368,377,"2015-02-19 18:33:59","2015-02-19 18:34:19",155,"4",4,"_the concentration of the shapes","turk16"
386,396,"2015-02-19 18:33:44","2015-02-19 18:34:20",423,"2",3,"_Points grouped in 3 areas","turk16"
65,394,"2015-02-19 18:33:57","2015-02-19 18:34:21",253,"5",3,"_groups of points","turk16"
387,397,"2015-02-19 18:33:47","2015-02-19 18:34:22",506,"20",4,"_The plotted groups are totally separate from the others.","turk16"
365,374,"2015-02-19 18:34:07","2015-02-19 18:34:24",91,"1",5,"_different from others","turk16"
382,391,"2015-02-19 18:34:11","2015-02-19 18:34:25",64,"13",5,"_Clumps in colors and shapes","turk16"
377,386,"2015-02-19 18:34:15","2015-02-19 18:34:28",526,"11",5,"_groups","turk16"
334,341,"2015-02-19 18:34:03","2015-02-19 18:34:31",333,"3",3,"_most streamlined","turk16"
366,375,"2015-02-19 18:34:13","2015-02-19 18:34:31",347,"15",3,"_most spread out","turk16"
388,398,"2015-02-19 18:33:15","2015-02-19 18:34:31",295,"18",5,"_more linear and less spread out","turk16"
375,384,"2015-02-19 18:33:43","2015-02-19 18:34:33",77,"13",2,"_the graph is separated","turk16"
376,385,"2015-02-19 18:34:07","2015-02-19 18:34:33",413,"12",4,"_The most straight line.","turk16"
369,378,"2015-02-19 18:33:44","2015-02-19 18:34:35",496,"14",2,"_blue circle is furthest from other circles","turk16"
384,393,"2015-02-19 18:33:54","2015-02-19 18:34:37",475,"5",5,"_Groups of Points","turk16"
380,389,"2015-02-19 18:33:32","2015-02-19 18:34:42",223,"6",3,"_strong, clear correlation","turk16"
365,374,"2015-02-19 18:34:27","2015-02-19 18:34:47",449,"7",5,"_to differ from others","turk16"
375,384,"2015-02-19 18:34:35","2015-02-19 18:34:48",193,"1",3,"_strongest linear relationship","turk16"
382,391,"2015-02-19 18:34:29","2015-02-19 18:34:49",50,"12",4,"_Clumps are not touching","turk16"
381,390,"2015-02-19 18:34:08","2015-02-19 18:34:49",218,"4",4,"_widest dotted lines","turk16"
385,395,"2015-02-19 18:34:16","2015-02-19 18:34:50",42,"12",5,"_All colored points are in groups separate from each other","turk16"
383,392,"2015-02-19 18:33:52","2015-02-19 18:35:01",344,"14",3,"_least spread out","turk16"
375,384,"2015-02-19 18:34:50","2015-02-19 18:35:02",385,"9",4,"_the most pure circle","turk16"
378,387,"2015-02-19 18:34:07","2015-02-19 18:35:03",481,"17",4,"_least amount of outliers / highest discrimination ratio","turk16"
386,396,"2015-02-19 18:34:43","2015-02-19 18:35:05",192,"13",4,"_Colors together in 3 areas","turk16"
382,391,"2015-02-19 18:34:50","2015-02-19 18:35:15",17,"9",3,"_Circles are clumped more","turk16"
369,378,"2015-02-19 18:34:37","2015-02-19 18:35:16",377,"1",3,"_fewest lines on or near the central black line","turk16"
384,393,"2015-02-19 18:34:51","2015-02-19 18:35:16",168,"13",5,"_Group of Points","turk16"
375,384,"2015-02-19 18:35:05","2015-02-19 18:35:20",109,"18",0,"_strong linear relationship","turk16"
381,390,"2015-02-19 18:34:52","2015-02-19 18:35:21",312,"18",4,"_colors not in a line","turk16"
379,388,"2015-02-19 18:34:54","2015-02-19 18:35:21",370,"11",4,"_most varied","turk16"
389,399,"2015-02-19 18:33:49","2015-02-19 18:35:26",518,"2",3,"_Groups of dots bunched together","turk16"
334,341,"2015-02-19 18:34:48","2015-02-19 18:35:30",346,"18,14",3,"_the sparse spacing or the spike off on 18","turk16"
387,397,"2015-02-19 18:34:40","2015-02-19 18:35:35",348,"14",2,"_There are no plotted points on the middle line.","turk16"
359,368,"2015-02-19 18:33:08","2015-02-19 18:35:36",55,"14",4,"_the grouping is much smaller than the rest","turk16"
384,393,"2015-02-19 18:35:18","2015-02-19 18:35:37",106,"13",5,"_Grouping of Points","turk16"
378,387,"2015-02-19 18:35:05","2015-02-19 18:35:38",122,"16",4,"_3 distinct groupings without linear trend","turk16"
390,400,"2015-02-19 18:35:25","2015-02-19 18:35:41",1,"11",4,"_scattered","turk16"
381,390,"2015-02-19 18:35:23","2015-02-19 18:35:42",180,"5",4,"_widest dotted lines","turk16"
369,378,"2015-02-19 18:35:18","2015-02-19 18:35:45",163,"13",4,"_distince clumps of points","turk16"
383,392,"2015-02-19 18:35:04","2015-02-19 18:35:51",447,"7",4,"_most horizontal line","turk16"
366,375,"2015-02-19 18:34:34","2015-02-19 18:35:52",173,"5",5,"_least spread out","turk16"
374,383,"2015-02-19 18:33:19","2015-02-19 18:35:54",62,"20",0,"_alignment / convergance","turk16"
382,391,"2015-02-19 18:35:17","2015-02-19 18:35:55",375,"8",5,"_No green bigger circle","turk16"
380,389,"2015-02-19 18:34:57","2015-02-19 18:35:56",319,"18",4,"_clear clusters, trend line questionable in this case","turk16"
388,398,"2015-02-19 18:34:56","2015-02-19 18:35:57",241,"1",4,"_has the most seperation","turk16"
381,390,"2015-02-19 18:35:44","2015-02-19 18:36:09",274,"11",3,"_least lined up","turk16"
65,394,"2015-02-19 18:34:23","2015-02-19 18:36:11",410,"1",2,"_no green points","turk16"
334,341,"2015-02-19 18:35:43","2015-02-19 18:36:12",400,"19",3,"_most tightly packed","turk16"
382,391,"2015-02-19 18:35:56","2015-02-19 18:36:16",442,"7",4,"_Clumps spread out","turk16"
385,395,"2015-02-19 18:34:53","2015-02-19 18:36:17",377,"15",4,"_All points are tightly grouped around a line","turk16"
376,385,"2015-02-19 18:34:35","2015-02-19 18:36:17",227,"1",4,"_The most spread out.","turk16"
369,378,"2015-02-19 18:35:50","2015-02-19 18:36:19",451,"19",4,"_space between points","turk16"
378,387,"2015-02-19 18:35:39","2015-02-19 18:36:23",409,"17",4,"_tightest groupoings and highest r-squared","turk16"
386,396,"2015-02-19 18:35:09","2015-02-19 18:36:24",460,"17",2,"_Strongest linear trend","turk16"
390,400,"2015-02-19 18:36:04","2015-02-19 18:36:24",180,"5",4,"_size of dots","turk16"
391,401,"2015-02-19 18:35:13","2015-02-19 18:36:29",207,"20",4,"_groups not following the linear line","turk16"
381,390,"2015-02-19 18:36:11","2015-02-19 18:36:34",89,"19",3,"_least lined up","turk16"
392,402,"2015-02-19 18:35:54","2015-02-19 18:36:39",32,"12",4,"_Most linear","turk16"
383,392,"2015-02-19 18:35:54","2015-02-19 18:36:40",223,"1",5,"_most spread in area","turk16"
382,391,"2015-02-19 18:36:18","2015-02-19 18:36:42",519,"2",4,"_Clumps spread out more and not touching","turk16"
386,396,"2015-02-19 18:36:27","2015-02-19 18:36:45",87,"11",5,"_Points grouped in 3 areas","turk16"
379,388,"2015-02-19 18:35:23","2015-02-19 18:36:45",215,"7",4,"_most spread ot","turk16"
393,403,"2015-02-19 18:36:08","2015-02-19 18:36:47",268,"9",3,"_More condensed area and direction","turk16"
380,389,"2015-02-19 18:35:58","2015-02-19 18:36:48",380,"9",3,"_little/no trend observed","turk16"
376,385,"2015-02-19 18:36:25","2015-02-19 18:36:49",325,"6",5,"_Yellow oval barely visible only in this one.","turk16"
371,380,"2015-02-19 18:34:47","2015-02-19 18:36:52",155,"20",4,"_Grouping","turk16"
389,399,"2015-02-19 18:36:01","2015-02-19 18:36:54",424,"17",4,"_lack of triangles in the graph","turk16"
387,397,"2015-02-19 18:35:38","2015-02-19 18:36:56",324,"15",3,"_The groups are separate from each other not in an upward trend, like the others are pointing the NorthEast. ","turk16"
390,400,"2015-02-19 18:36:26","2015-02-19 18:36:59",536,"13",4,"_not connected","turk16"
394,404,"2015-02-19 18:36:43","2015-02-19 18:36:59",197,"1",5,"_Linear Trend","turk16"
382,391,"2015-02-19 18:36:43","2015-02-19 18:37:02",488,"4",4,"_Circles clumped more together","turk16"
385,395,"2015-02-19 18:36:19","2015-02-19 18:37:04",395,"19",5,"_All colored groups are in a straight line","turk16"
334,341,"2015-02-19 18:36:48","2015-02-19 18:37:08",539,"13",3,"_most distant clumps","turk16"
378,387,"2015-02-19 18:36:27","2015-02-19 18:37:08",60,"1",4,"_tightest groupings with smallest confidence bands","turk16"
298,405,"2015-02-19 18:36:51","2015-02-19 18:37:13",113,"1",4,"_Weirdest clusters, not in any order","turk16"
381,390,"2015-02-19 18:36:35","2015-02-19 18:37:13",403,"14,18",3,"_the pluses are out of place","turk16"
380,389,"2015-02-19 18:36:51","2015-02-19 18:37:13",166,"13",3,"_very tight groups","turk16"
386,396,"2015-02-19 18:36:48","2015-02-19 18:37:18",535,"13",3,"_4 colors in one are, no linear trend","turk16"
379,388,"2015-02-19 18:36:47","2015-02-19 18:37:20",257,"5",5,"_least linear","turk16"
376,385,"2015-02-19 18:36:53","2015-02-19 18:37:21",260,"5",4,"_Shapes are very different from other plots.","turk16"
382,391,"2015-02-19 18:37:03","2015-02-19 18:37:23",456,"17",4,"_bigger circles in a straight line","turk16"
389,399,"2015-02-19 18:36:56","2015-02-19 18:37:28",239,"3",4,"_Division between dots","turk16"
383,392,"2015-02-19 18:36:42","2015-02-19 18:37:30",116,"1",5,"_smallest, most dense shapes","turk16"
395,406,"2015-02-19 18:36:41","2015-02-19 18:37:32",392,"19",0,"_More linear","turk16"
378,387,"2015-02-19 18:37:10","2015-02-19 18:37:35",268,"9",4,"_smalles confidence bands","turk16"
388,398,"2015-02-19 18:36:01","2015-02-19 18:37:37",62,"13",4,"_the groups of colors are seperated more evenly and further apart","turk16"
385,395,"2015-02-19 18:37:06","2015-02-19 18:37:39",91,"1",5,"_Points are arranged in four separate clusters","turk16"
65,394,"2015-02-19 18:36:13","2015-02-19 18:37:43",276,"11,13",1,"_none of the circles overlap","turk16"
392,402,"2015-02-19 18:37:30","2015-02-19 18:37:44",407,"17",4,"_Most linear","turk16"
390,400,"2015-02-19 18:37:01","2015-02-19 18:37:44",69,"13",5,"_all in bunches","turk16"
334,341,"2015-02-19 18:37:21","2015-02-19 18:37:46",429,"20",3,"_most streamlined","turk16"
393,403,"2015-02-19 18:37:07","2015-02-19 18:37:46",85,"15",4,"_Red area very small/missing","turk16"
386,396,"2015-02-19 18:37:21","2015-02-19 18:37:47",298,"12",3,"_Points grouped in 2 areas, no linear trend","turk16"
379,388,"2015-02-19 18:37:22","2015-02-19 18:37:48",294,"12",5,"_least linear","turk16"
394,404,"2015-02-19 18:37:19","2015-02-19 18:37:55",422,"16",2,"_Segregation of points","turk16"
387,397,"2015-02-19 18:36:59","2015-02-19 18:37:55",425,"17",3,"_There is only one plotted point in the green group. Other groups are slightly more equal.","turk16"
380,389,"2015-02-19 18:37:14","2015-02-19 18:37:56",262,"8",3,"_little/no trend observed, variable cluster tightness","turk16"
374,383,"2015-02-19 18:36:27","2015-02-19 18:38:01",311,"18",0,"_most well defined clusters","turk16"
390,400,"2015-02-19 18:37:46","2015-02-19 18:38:03",213,"11",4,"_all together","turk16"
65,394,"2015-02-19 18:37:50","2015-02-19 18:38:10",222,"1",3,"_groups of points","turk16"
392,402,"2015-02-19 18:37:45","2015-02-19 18:38:11",15,"19",3,"_Lacks group of red","turk16"
298,405,"2015-02-19 18:37:21","2015-02-19 18:38:13",507,"1",5,"_No linearity ","turk16"
394,404,"2015-02-19 18:37:58","2015-02-19 18:38:17",171,"5",4,"_Segragation of points","turk16"
380,389,"2015-02-19 18:37:58","2015-02-19 18:38:18",391,"19",4,"_clear, tight trend line","turk16"
386,396,"2015-02-19 18:37:49","2015-02-19 18:38:18",534,"13",3,"_4 colors in one are, no linear trend","turk16"
379,388,"2015-02-19 18:37:50","2015-02-19 18:38:18",506,"6",5,"_least linear","turk16"
334,341,"2015-02-19 18:37:54","2015-02-19 18:38:22",538,"13",4,"_most distinct clumps","turk16"
390,400,"2015-02-19 18:38:05","2015-02-19 18:38:23",388,"19",4,"_all together","turk16"
385,395,"2015-02-19 18:37:43","2015-02-19 18:38:23",79,"15",5,"_Colored points are in three tight groups which includes only that color ","turk16"
392,402,"2015-02-19 18:38:13","2015-02-19 18:38:24",256,"19",3,"_No group yellow","turk16"
393,403,"2015-02-19 18:37:48","2015-02-19 18:38:26",191,"1",3,"_Points not as spread out","turk16"
391,401,"2015-02-19 18:36:44","2015-02-19 18:38:27",24,"15",4,"_blues are separated into 2 groups","turk16"
382,391,"2015-02-19 18:38:15","2015-02-19 18:38:28",356,"15",4,"_Circles smaller and spread out","turk16"
383,392,"2015-02-19 18:37:32","2015-02-19 18:38:29",208,"1",4,"_most closely grouped","turk16"
389,399,"2015-02-19 18:37:30","2015-02-19 18:38:31",110,"13",3,"_Division between dots","turk16"
359,368,"2015-02-19 18:35:38","2015-02-19 18:38:34",209,"4",3,"_less yellow circles ","turk16"
381,390,"2015-02-19 18:37:15","2015-02-19 18:38:40",146,"4",3,"_all 3 circles overlap","turk16"
394,404,"2015-02-19 18:38:20","2015-02-19 18:38:40",463,"7",2,"_concretration of points","turk16"
379,388,"2015-02-19 18:38:19","2015-02-19 18:38:42",92,"1",4,"_most spread out","turk16"
380,389,"2015-02-19 18:38:19","2015-02-19 18:38:44",57,"14",4,"_Distinct clusters, usage of trend line questionable","turk16"
390,400,"2015-02-19 18:38:24","2015-02-19 18:38:46",235,"2",5,"_all lined up","turk16"
393,403,"2015-02-19 18:38:29","2015-02-19 18:38:46",386,"1",4,"_Yellow area missing","turk16"
396,407,"2015-02-19 18:38:35","2015-02-19 18:38:48",530,"20",4,"_different","turk16"
392,402,"2015-02-19 18:38:26","2015-02-19 18:38:51",124,"1",3,"_Lacks yellow","turk16"
298,405,"2015-02-19 18:38:14","2015-02-19 18:38:52",274,"11",3,"_Not linear at all","turk16"
386,396,"2015-02-19 18:38:21","2015-02-19 18:38:54",116,"1",3,"_Very little overlap of color points, spread out","turk16"
334,341,"2015-02-19 18:38:33","2015-02-19 18:38:55",222,"1",4,"_most distinct clumps","turk16"
394,404,"2015-02-19 18:38:43","2015-02-19 18:39:01",115,"1",4,"_Segragation of points","turk16"
395,406,"2015-02-19 18:37:53","2015-02-19 18:39:03",273,"5",4,"_More random","turk16"
379,388,"2015-02-19 18:38:44","2015-02-19 18:39:03",318,"18",5,"_least linear","turk16"
65,394,"2015-02-19 18:38:11","2015-02-19 18:39:04",74,"2",2,"_strongest linear trend","turk16"
389,399,"2015-02-19 18:38:33","2015-02-19 18:39:08",357,"15",4,"_Dots are bunched together","turk16"
390,400,"2015-02-19 18:38:48","2015-02-19 18:39:08",114,"1",5,"_scattered bunches","turk16"
298,405,"2015-02-19 18:38:54","2015-02-19 18:39:09",68,"20",5,"_Tightest plot ","turk16"
380,389,"2015-02-19 18:38:46","2015-02-19 18:39:09",508,"6",3,"_d","turk16"
378,387,"2015-02-19 18:37:36","2015-02-19 18:39:10",517,"2",2,"_looks like 3 populations, 1 with inverse relationship","turk16"
388,398,"2015-02-19 18:37:39","2015-02-19 18:39:10",144,"17",3,"_more linear than the others and closer together","turk16"
392,402,"2015-02-19 18:38:52","2015-02-19 18:39:11",248,"5",3,"_Most linear and within ""boundaries""","turk16"
359,368,"2015-02-19 18:38:36","2015-02-19 18:39:19",423,"2",4,"_grouping and are apart from others","turk16"
65,394,"2015-02-19 18:39:06","2015-02-19 18:39:20",378,"15",4,"_strongest linear trend","turk16"
381,390,"2015-02-19 18:38:42","2015-02-19 18:39:21",485,"4",3,"_furthest distance between circles","turk16"
383,392,"2015-02-19 18:38:32","2015-02-19 18:39:21",311,"18",5,"_distinctly clustered groups","turk16"
379,388,"2015-02-19 18:39:09","2015-02-19 18:39:26",91,"1",5,"_most clumped ","turk16"
390,400,"2015-02-19 18:39:10","2015-02-19 18:39:27",297,"18",4,"_all lined up","turk16"
386,396,"2015-02-19 18:38:58","2015-02-19 18:39:28",369,"11",4,"_Points scattered all over graph, no linear trend","turk16"
380,389,"2015-02-19 18:39:11","2015-02-19 18:39:32",65,"13",4,"_clear, tight clusters","turk16"
397,408,"2015-02-19 18:38:56","2015-02-19 18:39:35",506,"6",5,"_points are more separated","turk16"
394,404,"2015-02-19 18:39:04","2015-02-19 18:39:39",79,"13",3,"_Seperation trend","turk16"
378,387,"2015-02-19 18:39:12","2015-02-19 18:39:40",163,"13",3,"_most seperation of groups","turk16"
390,400,"2015-02-19 18:39:29","2015-02-19 18:39:41",502,"6",4,"_all in bunches","turk16"
379,388,"2015-02-19 18:39:30","2015-02-19 18:39:43",69,"13",5,"_most clumped ","turk16"
374,383,"2015-02-19 18:38:07","2015-02-19 18:39:43",483,"17",0,"_convergance and linearity","turk16"
398,409,"2015-02-19 18:39:19","2015-02-19 18:39:46",380,"1",5,"_plots grouped","turk16"
392,402,"2015-02-19 18:39:12","2015-02-19 18:39:49",510,"8",3,"_Progressive.","turk16"
395,406,"2015-02-19 18:39:05","2015-02-19 18:39:52",424,"2",4,"_More seperation between groups","turk16"
385,395,"2015-02-19 18:39:18","2015-02-19 18:39:57",184,"1",5,"_The points are arranged in three groups with only the same color in each group.","turk16"
298,405,"2015-02-19 18:39:09","2015-02-19 18:39:58",256,"19",3,"_Most data not in the bubbles","turk16"
389,399,"2015-02-19 18:39:10","2015-02-19 18:39:59",142,"8",4,"_seperation of dots","turk16"
386,396,"2015-02-19 18:39:31","2015-02-19 18:40:02",311,"18",5,"_Points grouped in 3 areas","turk16"
394,404,"2015-02-19 18:39:42","2015-02-19 18:40:04",268,"9",3,"_Lines intersect","turk16"
399,410,"2015-02-19 18:38:24","2015-02-19 18:40:10",264,"2",5,"_the colors are grouped cohesively to each other. reds together, greens together, blues together","turk16"
400,411,"2015-02-19 18:39:34","2015-02-19 18:40:12",209,"1",3,"_Most linear","turk16"
65,394,"2015-02-19 18:39:22","2015-02-19 18:40:15",449,"7",3,"_weakest linear trend","turk16"
401,412,"2015-02-19 18:39:29","2015-02-19 18:40:21",140,"19",5,"_groups of points","turk16"
298,405,"2015-02-19 18:39:59","2015-02-19 18:40:21",329,"18",3,"_Not linear, weird clusters","turk16"
393,403,"2015-02-19 18:38:47","2015-02-19 18:40:22",159,"11,1",3,"_Missing one area of colors","turk16"
394,404,"2015-02-19 18:40:10","2015-02-19 18:40:23",124,"16",4,"_Segragation of points","turk16"
392,402,"2015-02-19 18:39:51","2015-02-19 18:40:29",451,"18,2",3,"_Most linear","turk16"
402,413,"2015-02-19 18:40:00","2015-02-19 18:40:30",121,"16",5,"_Group of points","turk16"
385,395,"2015-02-19 18:40:00","2015-02-19 18:40:33",326,"18",5,"_All three color groups are far apart from each other","turk16"
65,394,"2015-02-19 18:40:20","2015-02-19 18:40:35",21,"4",4,"_groups of points","turk16"
383,392,"2015-02-19 18:39:23","2015-02-19 18:40:36",199,"9",3,"_more widely disparate grouping","turk16"
395,406,"2015-02-19 18:39:54","2015-02-19 18:40:37",81,"11",4,"_Tighter clusters non linear","turk16"
397,408,"2015-02-19 18:40:09","2015-02-19 18:40:38",371,"15",5,"_more linear","turk16"
388,398,"2015-02-19 18:39:13","2015-02-19 18:40:39",327,"16,14",3,"_more linear and close together to the line than the others","turk16"
394,404,"2015-02-19 18:40:26","2015-02-19 18:40:40",36,"8",4,"_Overlapping","turk16"
378,387,"2015-02-19 18:39:41","2015-02-19 18:40:42",66,"12",4,"_only plot with a sample size of 3 or fewer","turk16"
403,414,"2015-02-19 18:40:31","2015-02-19 18:40:46",233,"2",4,"_more linear","turk16"
392,402,"2015-02-19 18:40:30","2015-02-19 18:40:46",173,"5",0,"_Seperated in ""groups","turk16"
374,383,"2015-02-19 18:39:46","2015-02-19 18:40:50",235,"2",4,"_most uniformly linear","turk16"
401,412,"2015-02-19 18:40:33","2015-02-19 18:40:50",335,"6",5,"_groups of points","turk16"
391,401,"2015-02-19 18:38:30","2015-02-19 18:40:52",332,"6",4,"_space between 2 groups of dots, between green+blue and the rest","turk16"
398,409,"2015-02-19 18:39:58","2015-02-19 18:40:52",486,"8",3,"_Most Linear","turk16"
65,394,"2015-02-19 18:40:40","2015-02-19 18:40:58",207,"20",4,"_groups of points","turk16"
394,404,"2015-02-19 18:40:45","2015-02-19 18:41:03",310,"11",2,"_Segragation of points","turk16"
389,399,"2015-02-19 18:40:01","2015-02-19 18:41:04",471,"10,5",3,"_not as linear","turk16"
401,412,"2015-02-19 18:40:52","2015-02-19 18:41:05",268,"2",5,"_gr","turk16"
392,402,"2015-02-19 18:40:30","2015-02-19 18:41:05",173,"5",0,"_Seperated in ""groups""","turk16"
398,409,"2015-02-19 18:40:54","2015-02-19 18:41:10",422,"20",5,"_Most Linear","turk16"
383,392,"2015-02-19 18:40:37","2015-02-19 18:41:11",132,"19",4,"_more clustered","turk16"
399,410,"2015-02-19 18:40:29","2015-02-19 18:41:15",46,"12",5,"_the colors are separated into individual groups","turk16"
366,375,"2015-02-19 18:35:54","2015-02-19 18:41:16",31,"9",5,"_most spread out","turk16"
400,411,"2015-02-19 18:40:28","2015-02-19 18:41:16",231,"2",4,"_Most clustered","turk16"
402,413,"2015-02-19 18:40:47","2015-02-19 18:41:17",102,"13",5,"_Group of points","turk16"
393,403,"2015-02-19 18:40:24","2015-02-19 18:41:18",214,"11",4,"_All points less scattered","turk16"
398,409,"2015-02-19 18:41:11","2015-02-19 18:41:26",455,"4",5,"_Tighest Clusters","turk16"
401,412,"2015-02-19 18:41:06","2015-02-19 18:41:27",56,"14",5,"_gr","turk16"
385,395,"2015-02-19 18:40:37","2015-02-19 18:41:27",180,"5",5,"_All points are in tight groups with only the same color points","turk16"
391,401,"2015-02-19 18:40:55","2015-02-19 18:41:36",98,"1",5,"_dots are groups together into separate clusters ","turk16"
404,415,"2015-02-19 18:41:09","2015-02-19 18:41:38",442,"7",5,"_Groups of points","turk16"
393,403,"2015-02-19 18:41:19","2015-02-19 18:41:42",313,"18",5,"_Points in 3 distinct groups","turk16"
405,416,"2015-02-19 18:40:59","2015-02-19 18:41:42",463,"1",4,"_more concentrated","turk16"
398,409,"2015-02-19 18:41:28","2015-02-19 18:41:44",327,"16",5,"_Most Linear","turk16"
395,406,"2015-02-19 18:40:40","2015-02-19 18:41:45",190,"1",4,"_No overlap","turk16"
389,399,"2015-02-19 18:41:06","2015-02-19 18:41:46",326,"18",2,"_Not as closely connected","turk16"
402,413,"2015-02-19 18:41:31","2015-02-19 18:41:48",166,"14",5,"_Strongest linearity","turk16"
401,412,"2015-02-19 18:41:28","2015-02-19 18:41:50",321,"18",5,"_groups of points","turk16"
406,417,"2015-02-19 18:41:21","2015-02-19 18:41:52",78,"14",4,"_Groups of points","turk16"
397,408,"2015-02-19 18:40:40","2015-02-19 18:41:53",243,"1",5,"_big gap in between","turk16"
298,405,"2015-02-19 18:41:31","2015-02-19 18:41:55",92,"1",5,"_Not diagonal ","turk16"
407,418,"2015-02-19 18:41:42","2015-02-19 18:41:56",97,"1",5,"_separate groups","turk16"
