dataset,pic_id,param_value,response.id,n.answers,response_no,conf_level,choice_reason,test_param,p_value,obs_plot,plottype,ntrials,trial.no,trial.num,trend.correct,cluster.correct,both.correct,neither.correct,first.trial,simpleoutcome,trial.time,k,sdline,sdgroup,gini.min,group.min,no.ellipse,max.range,one.correct,one.ellipse,label
22,215,k-3-sdline-0.45-sdgroup-0.30,9842,1,11,0,_linear distribution and segregate into 5 distinct groups,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,7,7,1,0,0,0,FALSE,trend,95,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,215,k-3-sdline-0.45-sdgroup-0.30,13498,1,17,4,_least linear,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,12,4,4,0,1,0,0,FALSE,cluster,37,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,213,k-3-sdline-0.45-sdgroup-0.30,1755,1,11,2,_Least variations,turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,10,5,5,1,0,0,0,FALSE,trend,25,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,220,k-3-sdline-0.45-sdgroup-0.30,2371,1,11,3,_Lineal characteristics,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,5,5,1,0,0,0,FALSE,trend,31,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,8328,1,11,5,_line,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,11,5,5,1,0,0,0,FALSE,trend,17,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,220,k-3-sdline-0.45-sdgroup-0.30,11640,1,11,4,_Perfectly linear,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,10,10,1,0,0,0,FALSE,trend,24,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,2086,1,11,4,_tight linear trend,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,5,5,1,0,0,0,FALSE,trend,34,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,215,k-3-sdline-0.45-sdgroup-0.30,3570,1,11,5,_Strongest linear trend,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,10,10,1,0,0,0,FALSE,trend,13,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,219,k-3-sdline-0.45-sdgroup-0.30,6163,1,11,4,_it is looking like a line,turk16-colorTrend,line-0.59653-cluster-0.89774,"11, 17",colorTrend,11,10,10,1,0,0,0,FALSE,trend,37,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Trend
22,219,k-3-sdline-0.45-sdgroup-0.30,7907,1,11,5,_Strongest Linear Trend,turk16-colorTrend,line-0.59653-cluster-0.89774,"11, 17",colorTrend,10,6,6,1,0,0,0,FALSE,trend,14,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Trend
22,214,k-3-sdline-0.45-sdgroup-0.30,5206,1,11,5,_all on a diagnal line,turk16-colorShape,line-0.59653-cluster-0.89774,"11, 17",colorShape,10,5,5,1,0,0,0,FALSE,trend,9,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape
22,219,k-3-sdline-0.45-sdgroup-0.30,4741,1,4,4,_Clustered tightly by color,turk16-colorTrend,line-0.59653-cluster-0.89774,"11, 17",colorTrend,10,4,4,0,0,0,1,FALSE,neither,106,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Trend
22,215,k-3-sdline-0.45-sdgroup-0.30,8595,1,11,4,_straight line,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,3,3,1,0,0,0,FALSE,trend,29,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,217,k-3-sdline-0.45-sdgroup-0.30,1174,1,4,5,_Farthest from best fit line,turk16-trend,line-0.59653-cluster-0.89774,"11, 17",trend,11,2,2,0,0,0,1,FALSE,neither,22,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Trend
22,211,k-3-sdline-0.45-sdgroup-0.30,580,1,11,4,_by far the most grouped and linear,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,6,6,1,0,0,0,FALSE,trend,16,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,211,k-3-sdline-0.45-sdgroup-0.30,1356,1,11,4,"_Straight line, appears to be different.",turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,5,5,1,0,0,0,FALSE,trend,49,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,211,k-3-sdline-0.45-sdgroup-0.30,7129,1,11,3,_Line different,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,10,10,1,0,0,0,FALSE,trend,30,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,216,k-3-sdline-0.45-sdgroup-0.30,13169,1,11,5,_distinct linear formation,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,10,10,1,0,0,0,FALSE,trend,43,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,215,k-3-sdline-0.45-sdgroup-0.30,4906,1,11,3,_all aligned ,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,11,3,3,1,0,0,0,FALSE,trend,33,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,218,k-3-sdline-0.45-sdgroup-0.30,10083,1,11,5,_This is the narrowest organization of elements in all plots.,turk16-trendError,line-0.59653-cluster-0.89774,"11, 17",trendError,10,9,9,1,0,0,0,FALSE,trend,38,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Trend + Error
22,218,k-3-sdline-0.45-sdgroup-0.30,6469,1,11,5,_Straight linear graph,turk16-trendError,line-0.59653-cluster-0.89774,"11, 17",trendError,10,5,5,1,0,0,0,FALSE,trend,11,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,8409,1,14,2,_,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,11,7,7,0,0,0,1,FALSE,neither,38,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,13092,1,11,5,_in a straight line,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,9,9,1,0,0,0,FALSE,trend,32,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,769,1,17,2,_,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,4,4,0,1,0,0,FALSE,cluster,15,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,220,k-3-sdline-0.45-sdgroup-0.30,12738,1,11,5,_only straight line,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,1,1,1,0,0,0,TRUE,trend,26,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,7176,1,11,4,_linear trend,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,5,5,1,0,0,0,FALSE,trend,30,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,3367,1,4,5,_less linear,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,8,8,0,0,0,1,FALSE,neither,22,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,10627,1,11,5,_More linear relationship,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,11,2,2,1,0,0,0,FALSE,trend,120,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,7756,1,11,4,_Linear spread,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,8,8,1,0,0,0,FALSE,trend,22,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,420,1,19,5,_,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,2,2,0,0,0,1,FALSE,neither,32,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Shape + Ellipse
22,220,k-3-sdline-0.45-sdgroup-0.30,2489,2,"4,14",4,"_blue group is outliers, green group is outlier",turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,10,10,0,0,0,1,FALSE,neither,63,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,5606,1,11,4,_very good linear correlation,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,4,4,1,0,0,0,FALSE,trend,46,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,11525,1,11,4,_Strongest linear trend,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,2,2,1,0,0,0,FALSE,trend,90,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,213,k-3-sdline-0.45-sdgroup-0.30,3761,1,11,4,_all together,turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,10,5,5,1,0,0,0,FALSE,trend,17,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,213,k-3-sdline-0.45-sdgroup-0.30,12630,1,11,5,_most linear,turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,10,9,9,1,0,0,0,FALSE,trend,19,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,213,k-3-sdline-0.45-sdgroup-0.30,2036,1,11,3,"_Same as before, tight points along one line",turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,10,10,10,1,0,0,0,FALSE,trend,20,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,213,k-3-sdline-0.45-sdgroup-0.30,8034,1,17,5,_,turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,10,5,5,0,1,0,0,FALSE,cluster,15,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,219,k-3-sdline-0.45-sdgroup-0.30,10079,1,11,5,_closely assembled dots,turk16-colorTrend,line-0.59653-cluster-0.89774,"11, 17",colorTrend,10,4,4,1,0,0,0,FALSE,trend,38,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Trend
22,213,k-3-sdline-0.45-sdgroup-0.30,1447,1,11,4,_strongest linear trend,turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,11,4,4,1,0,0,0,FALSE,trend,13,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,217,k-3-sdline-0.45-sdgroup-0.30,11306,1,11,5,_strongest linear trend,turk16-trend,line-0.59653-cluster-0.89774,"11, 17",trend,10,8,8,1,0,0,0,FALSE,trend,8,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Trend
22,216,k-3-sdline-0.45-sdgroup-0.30,5291,1,11,5,_most linear,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,8,8,1,0,0,0,FALSE,trend,14,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,211,k-3-sdline-0.45-sdgroup-0.30,3503,1,11,4,_Strongest linear trend,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,8,8,1,0,0,0,FALSE,trend,23,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,217,k-3-sdline-0.45-sdgroup-0.30,1017,1,11,4,_follows the line,turk16-trend,line-0.59653-cluster-0.89774,"11, 17",trend,10,2,2,1,0,0,0,FALSE,trend,14,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Trend
22,220,k-3-sdline-0.45-sdgroup-0.30,7297,1,11,4,_thinner,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,4,4,1,0,0,0,FALSE,trend,20,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,211,k-3-sdline-0.45-sdgroup-0.30,11605,1,11,5,_dot position is different,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,5,5,1,0,0,0,FALSE,trend,18,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,216,k-3-sdline-0.45-sdgroup-0.30,3565,1,11,4,_Linear,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,3,3,1,0,0,0,FALSE,trend,15,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,931,1,11,5,_strong linear relationship,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,2,2,1,0,0,0,FALSE,trend,34,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,213,k-3-sdline-0.45-sdgroup-0.30,11283,1,11,5,_perfectly linear,turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,10,9,9,1,0,0,0,FALSE,trend,19,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,215,k-3-sdline-0.45-sdgroup-0.30,10867,1,11,4,_in line,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,8,8,1,0,0,0,FALSE,trend,30,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,215,k-3-sdline-0.45-sdgroup-0.30,8843,1,11,4,_ovals lined up,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,10,10,1,0,0,0,FALSE,trend,23,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,215,k-3-sdline-0.45-sdgroup-0.30,10066,1,11,4,_linear with no circles off to the side,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,10,10,1,0,0,0,FALSE,trend,30,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,213,k-3-sdline-0.45-sdgroup-0.30,3414,1,11,3,_forms a line,turk16-shape,line-0.59653-cluster-0.89774,"11, 17",shape,10,7,7,1,0,0,0,FALSE,trend,23,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Shape
22,216,k-3-sdline-0.45-sdgroup-0.30,7194,1,11,3,_all groups in straight line,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,6,6,1,0,0,0,FALSE,trend,31,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,3582,1,11,5,_Strongest linear trend,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,8,8,1,0,0,0,FALSE,trend,17,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,7021,1,1,3,_more away from line,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,6,6,0,0,0,1,FALSE,neither,19,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Shape + Ellipse
22,211,k-3-sdline-0.45-sdgroup-0.30,2464,1,11,5,_it is the most linear,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,2,2,1,0,0,0,FALSE,trend,14,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,216,k-3-sdline-0.45-sdgroup-0.30,10334,1,11,4,_strong linear,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,11,2,2,1,0,0,0,FALSE,trend,26,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,211,k-3-sdline-0.45-sdgroup-0.30,6996,1,11,5,_Strongest linear trend,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,1,1,1,0,0,0,TRUE,trend,14,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,220,k-3-sdline-0.45-sdgroup-0.30,9644,1,11,5,_Seems to be in a straight line,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,12,4,4,1,0,0,0,FALSE,trend,39,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,7646,1,11,4,_no spacing in line,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,11,10,10,1,0,0,0,FALSE,trend,25,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,6471,1,4,5,_here circle is separated from other circle.,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,5,5,0,0,0,1,FALSE,neither,80,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,12855,1,11,4,_most representational of a straight line,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,2,2,1,0,0,0,FALSE,trend,20,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,220,k-3-sdline-0.45-sdgroup-0.30,5449,1,11,5,_close channel,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,5,5,1,0,0,0,FALSE,trend,66,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,220,k-3-sdline-0.45-sdgroup-0.30,6909,1,11,4,_narrowly spaced,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,9,9,1,0,0,0,FALSE,trend,35,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,4818,1,11,5,_Strongest linear trend,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,1,1,1,0,0,0,TRUE,trend,20,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,215,k-3-sdline-0.45-sdgroup-0.30,11344,1,11,4,_strongly linear,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,2,2,1,0,0,0,FALSE,trend,55,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,4930,1,11,5,_strongest linear trend,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,2,2,1,0,0,0,FALSE,trend,46,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,5796,1,8,3,_unique pattern,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,4,4,0,0,0,1,FALSE,neither,50,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Shape + Ellipse
22,220,k-3-sdline-0.45-sdgroup-0.30,5942,1,11,4,_linear,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,3,3,1,0,0,0,FALSE,trend,38,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,3440,1,11,5,_Linear,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,6,6,1,0,0,0,FALSE,trend,20,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,220,k-3-sdline-0.45-sdgroup-0.30,5134,1,11,5,_strong linear group of points,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,11,8,8,1,0,0,0,FALSE,trend,25,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,10539,1,1,0,_Spread out,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,11,3,3,0,0,0,1,FALSE,neither,40,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Shape + Ellipse
22,220,k-3-sdline-0.45-sdgroup-0.30,3587,1,17,2,_it has the smallest objects,turk16-colorEllipseTrendError,line-0.59653-cluster-0.89774,"11, 17",colorEllipseTrendError,10,2,2,0,1,0,0,FALSE,cluster,35,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Ellipse + Trend + Error
22,216,k-3-sdline-0.45-sdgroup-0.30,4908,1,12,3,_No real overlap or congruance.,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,3,3,0,0,0,1,FALSE,neither,35,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Shape + Ellipse
22,215,k-3-sdline-0.45-sdgroup-0.30,7411,1,4,3,_Pattern,turk16-colorEllipse,line-0.59653-cluster-0.89774,"11, 17",colorEllipse,10,6,6,0,0,0,1,FALSE,neither,64,5,0.25,0.25,0.879111111,2,1,30,0,TRUE,Color + Ellipse
22,211,k-3-sdline-0.45-sdgroup-0.30,7998,1,11,5,_bunched together in a line,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,7,7,1,0,0,0,FALSE,trend,28,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,211,k-3-sdline-0.45-sdgroup-0.30,4106,1,11,5,_linear,turk16-plain,line-0.59653-cluster-0.89774,"11, 17",plain,10,5,5,1,0,0,0,FALSE,trend,19,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Plain
22,216,k-3-sdline-0.45-sdgroup-0.30,12900,1,11,5,_stright liner,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,8,8,1,0,0,0,FALSE,trend,53,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,9801,1,11,4,_lined ,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,4,4,1,0,0,0,FALSE,trend,52,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,8741,1,11,4,"_Most organized, different colors all in a line",turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,7,7,1,0,0,0,FALSE,trend,31,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
22,216,k-3-sdline-0.45-sdgroup-0.30,952,1,11,4,_More linear,turk16-colorShapeEllipse,line-0.59653-cluster-0.89774,"11, 17",colorShapeEllipse,10,2,2,1,0,0,0,FALSE,trend,57,5,0.25,0.25,0.879111111,2,1,30,1,TRUE,Color + Shape + Ellipse
23,223,k-3-sdline-0.45-sdgroup-0.30,12665,1,1,4,_least linear,turk16-shape,line-0.62110-cluster-0.89470,"6, 1",shape,10,8,8,0,1,0,0,FALSE,cluster,37,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Shape
23,223,k-3-sdline-0.45-sdgroup-0.30,1096,1,6,3,_everything is in a skinny line,turk16-shape,line-0.62110-cluster-0.89470,"6, 1",shape,10,5,5,1,0,0,0,FALSE,trend,26,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Shape
23,228,k-3-sdline-0.45-sdgroup-0.30,937,1,6,2,_Strongest linear trend,turk16-trendError,line-0.62110-cluster-0.89470,"6, 1",trendError,10,4,4,1,0,0,0,FALSE,trend,26,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Trend + Error
23,223,k-3-sdline-0.45-sdgroup-0.30,12703,1,16,5,_most random looking distribution,turk16-shape,line-0.62110-cluster-0.89470,"6, 1",shape,10,5,5,0,0,0,1,FALSE,neither,44,5,0.25,0.25,0.863555556,1,3,33,0,FALSE,Shape
23,228,k-3-sdline-0.45-sdgroup-0.30,13497,1,1,5,_Small groups delimitation.,turk16-trendError,line-0.62110-cluster-0.89470,"6, 1",trendError,12,7,7,0,1,0,0,FALSE,cluster,44,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Trend + Error
23,221,k-3-sdline-0.45-sdgroup-0.30,6927,1,18,3,_density of points,turk16-plain,line-0.62110-cluster-0.89470,"6, 1",plain,10,4,4,0,0,0,1,FALSE,neither,16,5,0.25,0.25,0.863555556,1,3,33,0,FALSE,Plain
23,228,k-3-sdline-0.45-sdgroup-0.30,9671,1,6,4,_strongest linear pattern. ,turk16-trendError,line-0.62110-cluster-0.89470,"6, 1",trendError,10,7,7,1,0,0,0,FALSE,trend,32,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Trend + Error
23,221,k-3-sdline-0.45-sdgroup-0.30,811,1,1,4,_too spread out,turk16-plain,line-0.62110-cluster-0.89470,"6, 1",plain,10,5,5,0,1,0,0,FALSE,cluster,19,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Plain
23,223,k-3-sdline-0.45-sdgroup-0.30,7127,1,6,4,_most linear,turk16-shape,line-0.62110-cluster-0.89470,"6, 1",shape,10,4,4,1,0,0,0,FALSE,trend,32,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Shape
23,221,k-3-sdline-0.45-sdgroup-0.30,6211,1,1,3,_Distinct grouping,turk16-plain,line-0.62110-cluster-0.89470,"6, 1",plain,10,2,2,0,1,0,0,FALSE,cluster,78,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Plain
23,228,k-3-sdline-0.45-sdgroup-0.30,6134,1,1,4,_Lines are oriented differently,turk16-trendError,line-0.62110-cluster-0.89470,"6, 1",trendError,10,1,1,0,1,0,0,TRUE,cluster,38,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Trend + Error
23,223,k-3-sdline-0.45-sdgroup-0.30,9325,1,6,4,_tight grouping,turk16-shape,line-0.62110-cluster-0.89470,"6, 1",shape,10,2,2,1,0,0,0,FALSE,trend,27,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Shape
23,223,k-3-sdline-0.45-sdgroup-0.30,5240,1,1,3,_separation,turk16-shape,line-0.62110-cluster-0.89470,"6, 1",shape,10,7,7,0,1,0,0,FALSE,cluster,12,5,0.25,0.25,0.863555556,1,3,33,1,FALSE,Shape
