"","N","K","sd.trend","sd.cluster","null.line","null.cluster","null.gini","line","cluster","gini"
"223",45,3,0.25,0.2,0.682613084561351,0.848857615651278,0.837384259259259,0.873169870978706,0.949448983317108,0.905271502179944
"224",45,3,0.25,0.2,0.747923674472329,0.862380096494633,0.849549861495845,0.853106968381354,0.92254564541994,0.862015235457064
"225",45,3,0.25,0.2,0.770234669702068,0.863707879594652,0.870373337606153,0.842831567189132,0.936836430183429,0.896501669327914
"226",45,3,0.25,0.2,0.687583392603053,0.847528259470927,0.829144881092933,0.87535979781924,0.943075817611174,0.910027744748315
"227",45,3,0.25,0.2,0.769367423134754,0.887649550391734,0.70837669094693,0.788014630256444,0.936067015972003,0.876141643967313
"228",45,3,0.25,0.2,0.7470874169127,0.858558878935409,0.823419027960218,0.859392358909714,0.92577301286575,0.917178638941399
"229",45,3,0.25,0.2,0.707779374858429,0.878621417177628,0.790816326530612,0.860846449146503,0.947698897260395,0.922023540063377
"230",45,3,0.25,0.2,0.670576454513654,0.850071961217173,0.868343195266272,0.870512863205468,0.954857713977143,0.904636678200692
"231",45,3,0.25,0.2,0.692673608457219,0.848621025730703,0.845937324075812,0.800018784281283,0.950155283287978,0.928268451314921
"232",45,3,0.25,0.2,0.723472639264655,0.875764200436403,0.835829072315559,0.836865648406287,0.954482965407056,0.918246588576259
"233",45,3,0.25,0.2,0.667986541520461,0.857617949322755,0.820023148148148,0.791813199451537,0.945909183058339,0.8880276816609
"234",45,3,0.25,0.2,0.693494266252538,0.865288461469888,0.801836734693878,0.862860771691494,0.929395326597925,0.871647832686794
"235",45,3,0.25,0.2,0.752547018085064,0.869642130377764,0.820204081632653,0.884698301060973,0.94206018742392,0.9189453125
"236",45,3,0.25,0.2,0.667962061277882,0.845589655703011,0.800389273356401,0.824713307665068,0.943359660248541,0.919875130072841
"237",45,3,0.25,0.2,0.748058020746868,0.864338745257059,0.809606481481481,0.85653003871592,0.942235965146671,0.924221490062706
"238",45,3,0.25,0.2,0.73992575123817,0.85142006422287,0.829994048799841,0.864645588931395,0.95532707347047,0.915925925925926
"239",45,3,0.25,0.2,0.707519864549387,0.847807291280105,0.813915266617969,0.829001016245179,0.947404584260954,0.887815481222075
"240",45,3,0.25,0.2,0.617389604411733,0.863138993575689,0.778925619834711,0.860521209325306,0.952245975694415,0.88578125
"241",45,3,0.25,0.2,0.674019139815395,0.865054388249841,0.841715976331361,0.7986811341659,0.944754820223239,0.924221490062706
"242",45,3,0.25,0.2,0.686565899570074,0.886237403774745,0.87998718154142,0.879916571767756,0.954854966808181,0.915925925925926
"243",45,3,0.25,0.2,0.663956506852673,0.82626843781097,0.827613568736362,0.770049905681003,0.945550567207095,0.909478305785124
"244",45,3,0.25,0.2,0.712947719615813,0.883924904805342,0.872427983539095,0.841987360337333,0.9424436595916,0.920014177693762
"245",45,3,0.25,0.2,0.692199507898773,0.840947058978485,0.796496539792388,0.862209815231904,0.939206979670816,0.905604338842975
"246",45,3,0.25,0.2,0.715924455089133,0.857503258253043,0.832426346406455,0.874467288800165,0.931699255057838,0.911802685950413
"247",45,3,0.25,0.2,0.685096388893585,0.848605373222536,0.849549861495845,0.836423347300972,0.947562463127125,0.923656509695291
"248",45,3,0.25,0.2,0.73523962157612,0.858933230903342,0.827613568736362,0.882824939000484,0.94767768021817,0.913016033329125
"249",45,3,0.25,0.2,0.675080971738124,0.856449683668781,0.828125,0.883465380740202,0.941817865491448,0.904636678200692
"250",45,3,0.25,0.2,0.656688192918828,0.871165584251393,0.796875,0.826516504975621,0.949116976354978,0.920014177693762
"251",45,3,0.25,0.2,0.568624993676974,0.815944310267512,0.862015235457064,0.900269864559013,0.933150492038545,0.919986419194206
"252",45,3,0.25,0.2,0.746286532430814,0.855764367928568,0.856821329639889,0.878983208602389,0.943465180798172,0.915925925925926
"253",45,3,0.25,0.2,0.688526034693593,0.842928729004047,0.828125,0.869925906550145,0.933188954018375,0.90440778799351
"254",45,3,0.25,0.2,0.652070463238203,0.857885739012217,0.800389273356401,0.858461462161145,0.954713329258561,0.899653979238754
"255",45,3,0.25,0.2,0.784876664659499,0.8347831937041,0.763644464245934,0.811783895543584,0.936602297827971,0.894671280276817
"256",45,3,0.25,0.2,0.679195183695773,0.882414422067178,0.763076923076923,0.818229016159538,0.95300890794311,0.890717878372199
"257",45,3,0.25,0.2,0.662711863136989,0.866588657043479,0.845937324075812,0.830034177491489,0.936937903559259,0.869623882610896
"258",45,3,0.25,0.2,0.680039960309029,0.83071686360021,0.832426346406455,0.876841370515907,0.953073175149791,0.908442330558858
"259",45,3,0.25,0.2,0.661335461724857,0.867621718056414,0.821428571428571,0.862374711489951,0.929115350217478,0.894672796106003
"260",45,3,0.25,0.2,0.729500226070944,0.854360592947121,0.801686851211073,0.844058088543809,0.95542109631519,0.906841535965387
"261",45,3,0.25,0.2,0.633215538873682,0.842670281766271,0.513374485596708,0.829386463850903,0.940693675691853,0.89128494943486
"262",45,3,0.25,0.2,0.662521442192008,0.84418477117006,0.865131578947368,0.850950861230864,0.944861142590926,0.915925925925926
"263",45,3,0.25,0.2,0.708700958965878,0.849742134305632,0.722424557752341,0.845270916270729,0.921299242489303,0.922326869806094
"264",45,3,0.25,0.2,0.738344872545202,0.850285809442739,0.865131578947368,0.845862746653672,0.947106086604282,0.894854253420583
"265",45,3,0.25,0.2,0.718617508364461,0.853076982680003,0.839181835241133,0.856324542425248,0.957355968147828,0.919875130072841
"266",45,3,0.25,0.2,0.696683898250273,0.865386151786294,0.820023148148148,0.842497958236798,0.95319719733383,0.918246588576259
"267",45,3,0.25,0.2,0.766873987592047,0.880748694313747,0.828125,0.922815986940606,0.954241601310343,0.917178638941399
"268",45,3,0.25,0.2,0.645562732613361,0.840816061232221,0.809073724007561,0.813011964505985,0.955959030152202,0.922326869806094
"269",45,3,0.25,0.2,0.719168035275131,0.868354227125028,0.804032766225583,0.858214552734592,0.934452191565695,0.901785714285714
"270",45,3,0.25,0.2,0.695879216445409,0.847722563806059,0.832426346406455,0.794251097757438,0.930942019766778,0.91679748822606
"271",45,3,0.25,0.2,0.659129636172194,0.839872646681102,0.780925605536332,0.843201165780316,0.960977808767327,0.902975778546713
"272",45,3,0.25,0.2,0.75182319524148,0.856268798347145,0.812159879902421,0.89746563193777,0.944273093723115,0.904636678200692
"273",45,3,0.25,0.2,0.744918999324001,0.882201597799944,0.837384259259259,0.864109990358963,0.954335628515599,0.909986112864537
"274",45,3,0.25,0.2,0.689974842700291,0.866437602853625,0.796496539792388,0.890380275657974,0.925935870797759,0.87998718154142
"275",45,3,0.25,0.2,0.60603479148177,0.852926116637994,0.820204081632653,0.865127583174773,0.956333816386347,0.923010380622837
"276",45,3,0.25,0.2,0.740419770055399,0.866903424354783,0.778925619834711,0.848158870989362,0.944020930469743,0.902975778546713
"277",45,3,0.25,0.2,0.680728297889165,0.892624049554012,0.86328125,0.826530139615366,0.928969709800958,0.906841535965387
"278",45,3,0.25,0.2,0.595710485155574,0.846097329581215,0.811594202898551,0.83839242771851,0.962935511894901,0.922023540063377
"279",45,3,0.25,0.2,0.662277646750182,0.820155508205196,0.705186777747917,0.852346308676321,0.937045922592443,0.923885880882965
"280",45,3,0.25,0.2,0.701853701866613,0.892411183181301,0.716181061394381,0.832656941588745,0.93781777932575,0.890717878372199
"281",45,3,0.25,0.2,0.662832835319682,0.835031861342646,0.822852608609403,0.877700274158333,0.942320553345738,0.908442330558858
"282",45,3,0.25,0.2,0.632205333422605,0.877261055275168,0.846933333333333,0.854222189308084,0.935113536202852,0.911802685950413
"283",45,3,0.25,0.2,0.758879105820687,0.883733362648302,0.853333333333333,0.896915395957617,0.940387660474943,0.915925925925926
"284",45,3,0.25,0.2,0.722685290984899,0.839637243374457,0.763076923076923,0.841104599027698,0.944733887856577,0.90093537414966
"285",45,3,0.25,0.2,0.68200772403365,0.856670046616802,0.85230909922268,0.858885426507987,0.93187984497925,0.898384353741497
"286",45,3,0.25,0.2,0.707080915685902,0.876029223492544,0.849549861495845,0.857210186846636,0.924235994521602,0.88578125
"287",45,3,0.25,0.2,0.606964678530231,0.857532236067258,0.809073724007561,0.896484745806625,0.954143670933697,0.913634215500945
"288",45,3,0.25,0.2,0.739773711948512,0.848122057129207,0.70837669094693,0.784852804450251,0.946827101230914,0.922326869806094
"289",45,3,0.25,0.2,0.725916837732091,0.834747848607431,0.820204081632653,0.814217690389818,0.952953563970626,0.871647832686794
"290",45,3,0.25,0.2,0.741016586549192,0.84168708478076,0.852264426588751,0.884980056159964,0.939412840300387,0.877218934911243
"291",45,3,0.25,0.2,0.782555344800076,0.861224598405438,0.849549861495845,0.828757110423941,0.92701239715943,0.92775218115871
"292",45,3,0.25,0.2,0.719474526360787,0.852391709485687,0.871647832686794,0.867935584833835,0.938427752068786,0.909478305785124
"293",45,3,0.25,0.2,0.679999891310258,0.868255426991492,0.806189248165047,0.844805527453264,0.952751529136364,0.87998718154142
"294",45,3,0.25,0.2,0.676994998029352,0.826864912257981,0.787703274671419,0.845057035104298,0.952869917886251,0.88578125
"295",45,3,0.25,0.2,0.702002433562775,0.855628096587641,0.851408331927813,0.84500390090896,0.940974308107659,0.9248046875
"296",45,3,0.25,0.2,0.6212663395004,0.841818060085765,0.810408163265306,0.842794589827482,0.945619128903821,0.922200520833333
"297",45,3,0.25,0.2,0.712375292228786,0.865945066069884,0.7286470143613,0.80233727423431,0.952654819599403,0.907652785289346
"298",45,3,0.25,0.2,0.802923910934854,0.85216725858449,0.827613568736362,0.879432178494191,0.952081407212339,0.914530993561419
"299",45,3,0.25,0.2,0.720218882682209,0.855422369846238,0.716181061394381,0.853605023264919,0.939931312298585,0.906841535965387
"300",45,3,0.25,0.2,0.821748729920663,0.878227451649626,0.845937324075812,0.8758152182727,0.951354521195763,0.898243576716505
"301",45,3,0.25,0.2,0.711503200915682,0.851032012227252,0.822852608609403,0.867745862525884,0.94188983009414,0.885230909922268
"302",45,3,0.25,0.2,0.73283137202002,0.85254994347153,0.790008650519031,0.818126478416413,0.941053570818056,0.921262573707943
"303",45,3,0.25,0.2,0.663553658717933,0.831229273380404,0.800389273356401,0.888138553834633,0.95401854054742,0.915925925925926
"304",45,3,0.25,0.2,0.711174714920353,0.886053343474686,0.746826171875,0.786021172567303,0.954781986410889,0.923656509695291
"305",45,3,0.25,0.2,0.720888410746493,0.856077732924541,0.801836734693878,0.773550952679384,0.926736988030437,0.893961927424152
"306",45,3,0.25,0.2,0.662640093156053,0.857583274447195,0.751220703125,0.75789088270809,0.933954019360003,0.845937324075812
"307",45,3,0.25,0.2,0.649097174057694,0.853854286112741,0.796875,0.823887123506102,0.951512254054738,0.894854253420583
"308",45,3,0.25,0.2,0.735814686062959,0.831137923250448,0.8576,0.89685753303043,0.939508356149289,0.905271502179944
"309",45,3,0.25,0.2,0.741430229726769,0.857107888416009,0.766528925619835,0.825887588026937,0.94767523869955,0.912577479338843
"310",45,3,0.25,0.2,0.693605816661856,0.861911350937097,0.809073724007561,0.846950177244159,0.953757212526383,0.902975778546713
"311",45,3,0.25,0.2,0.758218308079229,0.855325811927213,0.790008650519031,0.858159687088901,0.945122587470869,0.915925925925926
"312",45,3,0.25,0.2,0.639847494803439,0.854973374065767,0.823419027960218,0.867066932397695,0.952336425584593,0.914530993561419
"313",45,3,0.25,0.2,0.740701797556472,0.867201286129018,0.832426346406455,0.911846695372656,0.936116214036691,0.886823319452707
"314",45,3,0.25,0.2,0.707251238361791,0.84752181430622,0.810408163265306,0.841782631165395,0.948430320206135,0.919667590027701
"315",45,3,0.25,0.2,0.78682351733157,0.875524337277652,0.790376475829806,0.815588595433924,0.952091183606148,0.896501669327914
"316",45,3,0.25,0.2,0.645814755067339,0.836405049859378,0.706272189349112,0.890424133454801,0.944370644264065,0.851408331927813
"317",45,3,0.25,0.2,0.723993995247851,0.852780622853125,0.809073724007561,0.816929245860006,0.940204296945736,0.900351541373716
"318",45,3,0.25,0.2,0.772059246128696,0.856838080000591,0.820204081632653,0.865375174288057,0.958085308927794,0.914530993561419
"319",45,3,0.25,0.2,0.692977255126336,0.847656292426449,0.816530612244898,0.900681190938906,0.953025801102813,0.906841535965387
"320",45,3,0.25,0.2,0.684682575702419,0.900434554267752,0.796496539792388,0.843617538454008,0.936234014778035,0.865131578947368
"321",45,3,0.25,0.2,0.705644548319064,0.872241261102855,0.790816326530612,0.874963204071307,0.948604575177942,0.904636678200692
"322",45,3,0.25,0.2,0.682118306425837,0.859923873291608,0.856821329639889,0.843152597375771,0.93317579626788,0.912937911897329
"323",45,3,0.25,0.2,0.781625374205146,0.849885548524667,0.806189248165047,0.82294504927629,0.939793361542248,0.898243576716505
"324",45,3,0.25,0.2,0.801425981752523,0.852055097376305,0.782356872354645,0.825049244947139,0.932768240307995,0.9269
"325",45,3,0.25,0.2,0.600500690991629,0.847369851070885,0.790376475829806,0.896140221255753,0.957084161573551,0.924221490062706
"326",45,3,0.25,0.2,0.726415244243478,0.863903710200481,0.777548209366391,0.869750414259136,0.951883399437701,0.924221490062706
"327",45,3,0.25,0.2,0.794612366782128,0.847383660267023,0.777548209366391,0.884086363658936,0.926548929957858,0.888888888888889
"328",45,3,0.25,0.2,0.698035958169883,0.850034184840531,0.774337268879483,0.812783845020842,0.932510037738561,0.910027744748315
"329",45,3,0.25,0.2,0.715698725331869,0.878820912716858,0.848977355734112,0.890911324229253,0.950599071417635,0.924221490062706
"330",45,3,0.25,0.2,0.765310039295537,0.867748296506904,0.820023148148148,0.827816796708204,0.94375674495573,0.913899287525661
"331",45,3,0.25,0.2,0.726594947587992,0.835989374490905,0.814977230561646,0.893320566837252,0.948849483740076,0.912577479338843
"332",45,3,0.25,0.2,0.729049086319019,0.886933901660327,0.849549861495845,0.851000472481713,0.939540902320811,0.909478305785124
"333",45,3,0.25,0.2,0.668885524283785,0.841506018115203,0.85296875,0.923407916018198,0.949719296787367,0.898243576716505
"334",45,3,0.25,0.2,0.734046316055275,0.828012591465075,0.787703274671419,0.857372241931804,0.951034204398703,0.918246588576259
"335",45,3,0.25,0.2,0.704760209557067,0.857682469575011,0.87171875,0.859810115108006,0.954639656750914,0.869623882610896
"336",45,3,0.25,0.2,0.553082128793579,0.861745797952505,0.859504132231405,0.832867733639119,0.946458260480364,0.907652785289346
"337",45,3,0.25,0.2,0.773138085744563,0.863043536624381,0.829994048799841,0.887035792019883,0.944890129190967,0.925760099958351
"338",45,3,0.25,0.2,0.642275140497496,0.861480914561016,0.751220703125,0.767459563854716,0.932331713573578,0.904636678200692
"339",45,3,0.25,0.2,0.743968724385416,0.857449161504189,0.815711168418965,0.841781150816427,0.940779319348817,0.901785714285714
"340",45,3,0.25,0.2,0.763671350767396,0.847711135839836,0.845937324075812,0.853146881995761,0.924394142315331,0.917844616856202
"341",45,3,0.25,0.2,0.669997068500745,0.86825981483159,0.833912037037037,0.864390115841717,0.950407163957212,0.885230909922268
"342",45,3,0.25,0.2,0.632306501761322,0.884695876804462,0.865131578947368,0.863019101164836,0.941419406952206,0.893017854550733
"343",45,3,0.25,0.2,0.682078709867557,0.839077721693743,0.828774238227147,0.80941897190713,0.951915140287567,0.913899287525661
"344",45,3,0.25,0.2,0.688860510882028,0.869005943090364,0.820023148148148,0.805887033721251,0.94785583265897,0.92762399077278
"345",45,3,0.25,0.2,0.831008584094604,0.857625559956933,0.774337268879483,0.889862064664085,0.947034651786332,0.92734693877551
"346",45,3,0.25,0.2,0.634319090042644,0.851504076814409,0.820204081632653,0.894905374480319,0.945384415663382,0.913703703703704
"347",45,3,0.25,0.2,0.774468241764262,0.861655111612893,0.787703274671419,0.887389150991901,0.943253261353191,0.907652785289346
"348",45,3,0.25,0.2,0.74024894174585,0.854638890494315,0.811594202898551,0.845633844659854,0.944385598925753,0.912937911897329
"349",45,3,0.25,0.2,0.66462138572581,0.847290329490698,0.800389273356401,0.85478164779516,0.951360157192481,0.911802685950413
"350",45,3,0.25,0.2,0.687892589698931,0.838523653158045,0.852564102564103,0.884944881397695,0.954497092522459,0.919986419194206
"351",45,3,0.25,0.2,0.699133861329436,0.84186839650316,0.8576,0.857005127093193,0.93849042654043,0.914530993561419
"352",45,3,0.25,0.2,0.621425283275962,0.839162711692987,0.827613568736362,0.859986917979239,0.947230532826178,0.893017854550733
"353",45,3,0.25,0.2,0.783015977873581,0.854076442965384,0.790376475829806,0.866325493241499,0.960637003636986,0.904636678200692
"354",45,3,0.25,0.2,0.800098689691396,0.872946431867943,0.820204081632653,0.848769998973521,0.948264439159307,0.898243576716505
"355",45,3,0.25,0.2,0.597146252037534,0.842478930188799,0.815270083102493,0.861662724060621,0.941645346216671,0.911802685950413
"356",45,3,0.25,0.2,0.692159444374738,0.845335901998845,0.837384259259259,0.877687938348777,0.938468940327525,0.88578125
"357",45,3,0.25,0.2,0.824199173076898,0.859474862077493,0.806189248165047,0.856421003596534,0.931500902083806,0.913899287525661
"358",45,3,0.25,0.2,0.663450598320635,0.836808521571321,0.810408163265306,0.808289703068925,0.941874378142997,0.910027744748315
"359",45,3,0.25,0.2,0.720240222688076,0.876970910555934,0.843498904309715,0.863018674198902,0.951482391295939,0.917178638941399
"360",45,3,0.25,0.2,0.656894679890941,0.868780526187949,0.859733333333333,0.840061151647155,0.960795535674949,0.893961927424152
"361",45,3,0.25,0.2,0.726648446736259,0.851025788307657,0.790376475829806,0.838493697402101,0.949847407472642,0.898243576716505
"362",45,3,0.25,0.2,0.659159758206777,0.84951383421673,0.902975778546713,0.869532976316919,0.938045802577592,0.915925925925926
"363",45,3,0.25,0.2,0.705075265045916,0.858155079708314,0.828125,0.842249007784637,0.928334355125756,0.862015235457064
"364",45,3,0.25,0.2,0.778879588941959,0.868099591935155,0.833912037037037,0.90946792183824,0.942580050193756,0.913016033329125
"365",45,3,0.25,0.2,0.808519092636423,0.855537704135152,0.813915266617969,0.856989465369266,0.957261838187736,0.922023540063377
"366",45,3,0.25,0.2,0.711564039465905,0.855019182233913,0.856821329639889,0.843478120580805,0.929381678461477,0.913016033329125
"367",45,3,0.25,0.2,0.666124978604715,0.850520816834315,0.816530612244898,0.846875995133392,0.933588109557797,0.926575825899422
"368",45,3,0.25,0.2,0.72989872654664,0.864887792189134,0.804032766225583,0.869797499012992,0.9425017014284,0.913899287525661
"369",45,3,0.25,0.2,0.746746805706329,0.878086382314386,0.821428571428571,0.862690682360773,0.943311114474033,0.904636678200692
"370",45,3,0.25,0.2,0.789220335605028,0.877139666034953,0.587257617728532,0.865366883180435,0.934383459862254,0.913703703703704
"371",45,3,0.25,0.2,0.719332334933562,0.886931466893427,0.851408331927813,0.881155200816936,0.949305206316514,0.890717878372199
"372",45,3,0.25,0.2,0.737932129107761,0.884228745869326,0.863283036122542,0.866461612511786,0.956684012966464,0.922200520833333
"373",45,3,0.25,0.2,0.726021893118606,0.847617942587289,0.865131578947368,0.802298272434565,0.949253568176322,0.910027744748315
"374",45,3,0.25,0.2,0.666584482899917,0.879307824171084,0.796471329552615,0.828422846535715,0.950883772507185,0.924153645833333
"375",45,3,0.25,0.2,0.703540030952826,0.880875402102293,0.828125,0.804496562990758,0.938203135781637,0.898384353741497
"376",45,3,0.25,0.2,0.678037563720176,0.842219452592846,0.787703274671419,0.876295994200079,0.951544228802923,0.906841535965387
"377",45,3,0.25,0.2,0.789326897544648,0.861535196067831,0.865131578947368,0.815748430823601,0.935221268585038,0.919986419194206
"378",45,3,0.25,0.2,0.681319984643797,0.85855365952243,0.840200831024931,0.809137002581545,0.93720596167748,0.916591217745586
"379",45,3,0.25,0.2,0.693714791433878,0.852836222777545,0.801686851211073,0.850854794957272,0.933516735467823,0.926384839650146
"380",45,3,0.25,0.2,0.731104409333938,0.882427598335879,0.839181835241133,0.84879522746541,0.946293330178207,0.896501669327914
"381",45,3,0.25,0.2,0.662670893445672,0.847241828330922,0.809073724007561,0.850525485401604,0.933257481200085,0.914530993561419
"382",45,3,0.25,0.2,0.69017913763321,0.844314471135616,0.751220703125,0.856923362023316,0.945347236265985,0.910027744748315
"383",45,3,0.25,0.2,0.706071864593105,0.857700986842179,0.810408163265306,0.899054697230243,0.942107997143139,0.910027744748315
"384",45,3,0.25,0.2,0.742908635188527,0.842838415811826,0.810408163265306,0.744279743886582,0.953453482318321,0.913634215500945
"385",45,3,0.25,0.2,0.727249272871775,0.853643971867957,0.879723183391003,0.86979183887579,0.94438510622623,0.913016033329125
"386",45,3,0.25,0.2,0.613752647924837,0.865254424607061,0.756887052341598,0.883638406159457,0.950032389304674,0.919667590027701
"387",45,3,0.25,0.2,0.626453168703287,0.84959770648526,0.843685494464252,0.879933723505713,0.940944576128251,0.917178638941399
"388",45,3,0.25,0.2,0.77021002107512,0.858454585575063,0.839181835241133,0.842400056563366,0.954064203589439,0.922702580353101
"389",45,3,0.25,0.2,0.624579983878054,0.876207582708824,0.841531805800352,0.802780657780751,0.941212741993047,0.919305293005671
"390",45,3,0.25,0.2,0.662212890002184,0.852613885987789,0.790376475829806,0.862827603347727,0.93977348512377,0.921670740780104
"391",45,3,0.25,0.2,0.804111849932356,0.8644538930359,0.838541666666667,0.871901465204005,0.93795774189365,0.880577037477692
"392",45,3,0.25,0.2,0.765024776177255,0.888976322082485,0.778925619834711,0.845216279717046,0.932046059550382,0.912937911897329
"393",45,3,0.25,0.2,0.661613526836726,0.855690534495359,0.796471329552615,0.871822336288593,0.936219210551076,0.924221490062706
"394",45,3,0.25,0.2,0.642494869470864,0.860156946656028,0.729248046875,0.870862220877574,0.943637562608814,0.919875130072841
"395",45,3,0.25,0.2,0.65378763044293,0.869849653043306,0.810408163265306,0.833761295639258,0.952536051401179,0.88671875
"396",45,3,0.25,0.2,0.622809975526716,0.846992219633815,0.841288581548322,0.832571634786636,0.940841567477324,0.901785714285714
"397",45,3,0.25,0.2,0.655849914410148,0.888785936208957,0.816530612244898,0.866038883662484,0.940004704046147,0.910027744748315
"398",45,3,0.25,0.2,0.784129071856359,0.873615767408644,0.825967859751644,0.88246944673223,0.939072970831887,0.919875130072841
"399",45,3,0.25,0.2,0.651241473273962,0.84560242804255,0.809606481481482,0.822216178190406,0.945115232142046,0.8732741617357
"400",45,3,0.25,0.2,0.729792170288778,0.883688604013675,0.85296875,0.837035547112569,0.927230684920094,0.899653979238754
"401",45,3,0.25,0.2,0.649498871162329,0.843716528627,0.773415977961432,0.883209095552361,0.927364620092487,0.87998718154142
"402",45,3,0.25,0.2,0.69822678837361,0.852316544268054,0.800389273356401,0.843957582691616,0.947733716444491,0.871647832686794
"403",45,3,0.25,0.2,0.671767138882073,0.878032111683372,0.848977355734112,0.87058783065626,0.957294059268133,0.914530993561419
"404",45,3,0.25,0.2,0.689774133320075,0.846262758256754,0.856821329639889,0.833822945875281,0.94408585389669,0.904636678200692
"405",45,3,0.25,0.2,0.663645495024191,0.880670420964478,0.828072424290979,0.861852104524248,0.956630750710792,0.916666666666667
"406",45,3,0.25,0.2,0.689590740643333,0.836753838576939,0.790008650519031,0.788090211216193,0.945165953006717,0.921262573707943
"407",45,3,0.25,0.2,0.729617277629654,0.841516224578372,0.780925605536332,0.826146214302509,0.938131619369486,0.91679748822606
"408",45,3,0.25,0.2,0.688815516720823,0.835011902213133,0.729248046875,0.806106014726048,0.953937914584698,0.898243576716505
"409",45,3,0.25,0.2,0.67017145042842,0.859636574459403,0.811594202898551,0.7597530213594,0.927634696346954,0.905604338842975
"410",45,3,0.25,0.2,0.717625489604488,0.875541764964541,0.818827479338843,0.868409289674948,0.950451961245181,0.924153645833333
"411",45,3,0.25,0.2,0.647958122638567,0.839764511683204,0.843685494464252,0.881860452368423,0.953466437634939,0.912577479338843
"412",45,3,0.25,0.2,0.686785480490608,0.852573944552396,0.876232741617357,0.885829051639803,0.955908594305516,0.924153645833333
"413",45,3,0.25,0.2,0.655039284415658,0.840096416356411,0.820204081632653,0.891616978650767,0.949706627224814,0.911802685950413
"414",45,3,0.25,0.2,0.65126997962796,0.839729787379696,0.816530612244898,0.786830727385219,0.937152224721536,0.88296875
"415",45,3,0.25,0.2,0.702299449873678,0.8762148775169,0.815711168418965,0.852152351333223,0.942551493800247,0.859733333333333
"416",45,3,0.25,0.2,0.738161544165807,0.865449924321234,0.765917159763314,0.865040873233218,0.95760397908017,0.91679748822606
"417",45,3,0.25,0.2,0.75531638437957,0.882344507654238,0.827733333333333,0.839379325910884,0.951709639876469,0.890717878372199
"418",45,3,0.25,0.2,0.802556625046744,0.867524070521943,0.820204081632653,0.896392810112561,0.96358722519912,0.909986112864537
"419",45,3,0.25,0.2,0.762839065735523,0.873525548542305,0.778925619834711,0.875870943427978,0.92665054113199,0.804032766225583
"420",45,3,0.25,0.2,0.693905007041065,0.840631303787769,0.820204081632653,0.83430672901612,0.948129641812668,0.920014177693762
"421",45,3,0.25,0.2,0.734708374485813,0.842107504508696,0.865131578947368,0.861035163715679,0.945710976021995,0.924221490062706
"422",45,3,0.25,0.2,0.740812361937991,0.866065048930453,0.85336011687363,0.773139335684927,0.960661377924366,0.894854253420583
"423",45,3,0.25,0.2,0.780115057091792,0.870521075348221,0.801686851211073,0.885830506407311,0.941909158645435,0.921670740780104
"424",45,3,0.25,0.2,0.846148613126077,0.879939004675277,0.777548209366391,0.897883007474616,0.944335895562272,0.913634215500945
"425",45,3,0.25,0.2,0.689940688527335,0.82900191787922,0.848977355734112,0.883756397564084,0.936237066000037,0.926844199571472
"426",45,3,0.25,0.2,0.722889205048743,0.856923942042361,0.811594202898551,0.861162704847218,0.936014851115628,0.909478305785124
"427",45,3,0.25,0.2,0.701275979099272,0.845712448587535,0.782356872354645,0.866621559524703,0.953512291143434,0.902975778546713
"428",45,3,0.25,0.2,0.741136612320458,0.869699223212034,0.829994048799841,0.810001919737207,0.952296031442176,0.909986112864537
"429",45,3,0.25,0.2,0.639038479068222,0.866324288563189,0.827613568736362,0.869825486203104,0.94417442155098,0.901785714285714
"430",45,3,0.25,0.2,0.700359020392097,0.841124912921405,0.846933333333333,0.868628809026085,0.945349598929246,0.922326869806094
"431",45,3,0.25,0.2,0.826056621716249,0.859272976901088,0.847363945578231,0.830575117097473,0.92579889121504,0.815711168418965
"432",45,3,0.25,0.2,0.697913907127972,0.858116025816788,0.843685494464252,0.886372930019054,0.945020799772278,0.920014177693762
"433",45,3,0.25,0.2,0.651989146125283,0.860589107361397,0.852564102564103,0.85750792502829,0.934471924467926,0.905441232167656
"434",45,3,0.25,0.2,0.60517272116728,0.860279873075585,0.811594202898551,0.903628920287262,0.938429383403935,0.915678670360111
"435",45,3,0.25,0.2,0.72910890414257,0.849360530548093,0.765917159763314,0.85396880135944,0.962380748567239,0.909478305785124
"436",45,3,0.25,0.2,0.698119438453786,0.845051441664454,0.810408163265306,0.844876045545827,0.946547590254821,0.925760099958351
"437",45,3,0.25,0.2,0.83070866769938,0.877025755495266,0.859733333333333,0.848548570359535,0.950344266097093,0.909478305785124
"438",45,3,0.25,0.2,0.692703020440855,0.903462388187802,0.87171875,0.850994813878906,0.930961724056993,0.924223115380845
"439",45,3,0.25,0.2,0.71182211966067,0.878555286313311,0.837384259259259,0.902330613540892,0.945181098704597,0.901785714285714
"440",45,3,0.25,0.2,0.668647623612065,0.875015088114807,0.832426346406455,0.84359737980142,0.94650688203893,0.881909950328473
"441",45,3,0.25,0.2,0.714627631455253,0.874352206503964,0.8576,0.853760980196231,0.94536348990896,0.910027744748315
"442",45,3,0.25,0.2,0.621910400518481,0.848867257794867,0.777548209366391,0.862771146149935,0.948082359652568,0.921670740780104
"443",45,3,0.25,0.2,0.656650708191342,0.855898007394599,0.790008650519031,0.793638951415002,0.927360613993436,0.866170360110803
"444",45,3,0.25,0.2,0.797926554840377,0.851832153795856,0.820204081632653,0.865115720013837,0.935814336630264,0.904636678200692
